205,304,5
205,362,6
205,57,6
206,305,0
207,306,0
207,307,1
208,308,0
209,421,0
209,309,0
210,310,0
210,311,2
210,312,3
211,313,0
212,314,0
213,315,0
214,316,0
214,207,1
214,369,2
214,108,2
215,317,0
215,422,1
215,318,1
215,111,3
216,319,0
217,320,0
217,423,1
217,321,1
217,369,2
217,108,2
218,322,0
219,323,0
219,424,1
219,324,1
220,325,0
221,326,0
222,327,0
223,328,0
223,329,2
224,330,0
225,425,0
225,331,0
226,332,0
227,426,0
227,333,0
227,427,2
227,334,2
227,362,3
227,57,3
228,335,0
229,336,0
230,428,0
230,337,0
231,423,0
231,321,0
231,207,1
231,429,2
231,338,2
232,423,0
232,321,0
232,339,1
233,423,0
233,321,0
233,401,1
233,174,1
234,423,0
234,321,0
234,401,1
234,174,1
234,340,2
234,430,3
234,341,3
234,362,4
234,57,4
235,431,0
235,342,0
236,343,0
237,344,0
238,345,0
238,346,1
238,369,2
238,108,2
239,347,0
239,348,1
240,349,0
240,362,1
240,57,1
240,90,2
241,349,0
241,362,1
241,57,1
241,350,2
241,198,3
242,432,0
242,351,0
242,352,2
243,353,0
243,354,1
244,355,0
245,356,0
246,433,0
246,357,0
